Data,Horario,Dia,Mês,Ano,Nome completo,Contexto do Evento,Total do curso (Real)
2022-06-30,20:44,Quinta-feira,Junho,2022,Estudante002,Laboratório Virtual de Programação: Atividade Online 04 - Clínica Veterinária,8.0
2022-06-30,20:58,Quinta-feira,Junho,2022,Estudante002,Laboratório Virtual de Programação: Atividade Online 04 - Clínica Veterinária,8.0
2022-06-30,21:01,Quinta-feira,Junho,2022,Estudante002,Laboratório Virtual de Programação: Atividade Online 04 - Clínica Veterinária,8.0
2022-06-30,21:03,Quinta-feira,Junho,2022,Estudante002,Laboratório Virtual de Programação: Atividade Online 04 - Clínica Veterinária,8.0
2022-06-30,21:07,Quinta-feira,Junho,2022,Estudante002,Laboratório Virtual de Programação: Atividade Online 04 - Clínica Veterinária,8.0
2022-06-30,21:12,Quinta-feira,Junho,2022,Estudante002,Laboratório Virtual de Programação: Trabalho Prático 01 - Partida de Futebol ,8.0
2022-06-30,21:12,Quinta-feira,Junho,2022,Estudante002,Laboratório Virtual de Programação: Trabalho Prático 01 - Partida de Futebol ,8.0
2022-06-30,21:19,Quinta-feira,Junho,2022,Estudante002,Laboratório Virtual de Programação: Trabalho Prático 01 - Partida de Futebol ,8.0
2022-06-30,21:24,Quinta-feira,Junho,2022,Estudante002,Questionário: Atividades Online 06 e 07,8.0
2022-06-30,21:25,Quinta-feira,Junho,2022,Estudante002,Laboratório Virtual de Programação: Trabalho Prático 02 - Lista de Compromisso  (20.03.2022),8.0
2022-07-04,15:51,Segunda-feira,Julho,2022,Estudante002,URL: Acesso à sala de aula virtual,8.0
2022-07-13,20:52,Quarta-feira,Julho,2022,Estudante003,Laboratório Virtual de Programação: Trabalho Prático 02 - Lista de Compromisso  (20.03.2022),10.0
2022-07-13,20:52,Quarta-feira,Julho,2022,Estudante003,Laboratório Virtual de Programação: Trabalho Prático 02 - Lista de Compromisso  (20.03.2022),10.0
2022-07-13,20:52,Quarta-feira,Julho,2022,Estudante003,Laboratório Virtual de Programação: Trabalho Prático 02 - Lista de Compromisso  (20.03.2022),10.0
2022-07-13,20:52,Quarta-feira,Julho,2022,Estudante003,Laboratório Virtual de Programação: Trabalho Prático 02 - Lista de Compromisso  (20.03.2022),10.0
2022-07-13,20:52,Quarta-feira,Julho,2022,Estudante003,Laboratório Virtual de Programação: Atividade Online 04 - Clínica Veterinária,10.0
2022-07-13,20:53,Quarta-feira,Julho,2022,Estudante003,Laboratório Virtual de Programação: Trabalho Prático 01 - Partida de Futebol ,10.0
2022-07-13,20:53,Quarta-feira,Julho,2022,Estudante003,Laboratório Virtual de Programação: Trabalho Prático 02 - Lista de Compromisso  (20.03.2022),10.0
2022-07-13,20:54,Quarta-feira,Julho,2022,Estudante003,Laboratório Virtual de Programação: Atividade Online 03 - Classe Filme,10.0
2022-07-13,20:54,Quarta-feira,Julho,2022,Estudante003,Laboratório Virtual de Programação: Atividade Online 02 - Classe Swapper,10.0
2022-07-13,20:54,Quarta-feira,Julho,2022,Estudante003,Laboratório Virtual de Programação: Atividade Online 01 - Quantidade de Carne no Churrasco,10.0
2022-07-13,20:55,Quarta-feira,Julho,2022,Estudante003,Laboratório Virtual de Programação: Atividade Online 03 - Classe Filme,10.0
2022-07-13,20:55,Quarta-feira,Julho,2022,Estudante003,Laboratório Virtual de Programação: Atividade Online 03 - Classe Filme,10.0
2022-07-27,18:29,Quarta-feira,Julho,2022,Estudante006,Laboratório Virtual de Programação: Trabalho Prático 01 - Partida de Futebol ,10.0
2022-07-27,18:29,Quarta-feira,Julho,2022,Estudante006,Laboratório Virtual de Programação: Trabalho Prático 01 - Partida de Futebol ,10.0
2022-07-27,18:29,Quarta-feira,Julho,2022,Estudante006,Questionário: Atividade Online  5 (Data 28.02.2022),10.0
2022-07-27,21:54,Quarta-feira,Julho,2022,Estudante003,Arquivo: Plano de Ensino (Semestre 2021.02),10.0
